app_id,car_run_km,engine_volume,prod_year,cylinders,airbags
108715281,121000,2000,2018,4,9
108680737,138000,1600,2019,4,9
109504305,147000,2400,2015,4,10
109450313,94000,1500,2015,6,8
109509841,95763,2500,2015,4,12
108975617,228800,2500,2015,4,9
109593433,13200,1800,2014,4,12
108873405,71900,50,2020,1,7
109013293,180000,2000,2018,4,9
109160681,20800,3000,2023,2,9
109593529,158000,2000,2014,8,8
109593781,198200,2000,2018,4,8
109593801,194000,2000,2000,4,2
107434293,155000,2400,2014,6,12
108859177,240000,2000,1999,4,8
109594289,190000,2000,2014,4,7
109594369,43254,2500,2022,4,12
109296525,95000,3000,2016,6,9
109581497,137000,1600,2013,4,10
108253949,80000,2000,2015,6,12
107342745,80000,2500,2020,4,10
108990281,120000,3000,2015,6,12
109594609,130000,1500,2015,4,12
109594905,160000,1500,2013,4,2
102976007,2000,2000,2023,4,12
109111913,67000,2500,2021,4,12
109380545,69000,3500,2016,6,9
109192981,200000,2000,2012,4,9
109199605,224000,2200,2013,4,4
109595681,193600,1600,2017,4,12
109595929,4000,1500,2023,4,12
108997653,211819,3700,2009,6,12
109349141,89000,1500,2019,4,2
109595669,200000,1400,2012,4,10
108472341,56000,2000,2016,4,9
109326533,92747,2500,2014,4,9
109532965,64000,1500,2021,4,12
109590845,150400,2500,2016,6,12
108919733,22000,4400,2023,8,9
109583953,168000,2000,2014,4,12
109596257,240000,2000,2011,4,8
108363305,147000,2000,2015,6,8
108864233,70400,2000,2020,4,8
109596669,121000,2000,2017,4,7
109506849,115200,2000,2020,4,10
107380741,197000,2200,2015,4,12
109581209,217045,1800,2012,4,9
108531997,113600,2500,2018,4,9
109402417,224000,2400,2014,5,9
97180202,49000,1500,2017,4,6
102738911,80000,1500,2018,4,6
107872309,160000,1800,2013,4,9
109443221,93000,2500,2019,4,9
109597597,316000,2000,2000,4,7
109597709,28000,2000,2021,4,10
109597841,149000,3500,2014,6,9
109352789,238400,2000,2016,4,4
109595913,155200,2400,2016,4,9
109599157,4500,100,2022,1,7
109346989,201600,2500,2016,4,10
109599245,24000,5000,2023,8,12
108812893,174400,2500,2015,4,10
108822561,194000,3000,2014,4,12
109161585,83000,50,2019,1,8
109579965,129600,2500,2013,4,9
109386273,70000,2000,2018,4,12
108813485,176000,2000,2015,4,9
108915257,105600,2500,2020,6,9
109057525,61000,1800,2020,4,10
106506793,117000,4000,2015,8,12
109090009,300000,4600,1998,8,2
108080397,95000,5500,2014,8,12
109232161,33850,100,2022,1,12
109240445,212000,4000,2011,6,10
109242317,158000,2000,2017,4,8
108531393,77000,4200,2011,8,12
108741553,307000,1400,2012,4,8
108944753,128000,3500,2016,6,12
108814045,167700,100,2014,1,4
108539709,35000,2000,2022,4,12
108832961,12767,2500,2023,4,12
108876301,106000,3000,2018,6,12
108904117,224000,3500,2013,6,12
109306117,198424,2000,2014,6,9
108488769,360000,2200,2006,4,9
109230461,117000,3000,2020,6,12
109319777,107200,3000,2014,6,12
109319821,120000,3000,2014,6,12
108463933,115300,4000,2014,8,9
109325249,34000,3000,2021,6,12
109325761,24000,2000,2022,4,6
109077801,215000,2000,2015,4,12
109328265,50000,3000,2017,8,9
109329497,148800,2500,2014,6,12
109329805,130000,2000,2014,4,12
109326125,149000,2000,2015,4,9
109200729,226992,1800,2011,4,2
109333501,116000,2500,2014,4,5
109334473,230000,1400,2005,4,1
106048061,137150,2500,2014,4,10
108434633,8000,2000,2022,4,12
109045345,180000,2500,2016,6,10
106838689,16500,2000,2022,4,9
108744585,215300,2500,2019,4,11
108980013,162550,2000,2010,4,6
108329873,172800,4700,2012,8,9
109346077,130200,3000,2015,6,4
108377509,24600,4400,2022,8,12
109267133,75000,3000,2020,6,9
108972901,20160,2000,2022,4,10
109352541,285440,2500,2014,4,9
109046425,160000,2400,2018,4,9
109358913,20000,2500,2022,4,12
109360033,141280,2000,2015,4,10
108299269,138000,2000,2014,4,6
104224979,134196,2000,2016,4,12
109099069,57000,2000,2016,4,9
108758073,158400,2000,2015,4,9
106046513,105000,2000,2015,4,9
109384801,122900,2500,2018,4,8
108541109,51200,2000,2020,4,9
109240653,108800,2400,2020,4,9
105895413,222000,2000,2015,4,6
108998113,96000,1400,2015,4,6
109256225,69000,3000,2018,6,12
108521201,185000,4400,2015,6,4
108471293,92000,1600,2016,4,6
109403485,198400,1600,2014,4,8
109403449,152000,2400,2012,6,12
109403685,110000,4400,2017,8,9
108579237,35200,3500,2022,6,12
108193853,44800,2400,2022,4,6
109404173,155000,2000,2015,4,6
109098849,105600,1800,2018,4,6
109111665,13040,2000,2019,4,10
108080009,177000,2000,2015,4,9
109193821,63000,2500,2019,4,12
109274041,80000,3500,2014,6,9
109420569,56000,3000,2019,6,9
109152685,37600,3000,2023,6,9
109038497,152000,3700,2015,6,9
109205489,198840,2000,2014,4,9
108957153,80500,2000,2021,4,12
109405137,182400,1600,2014,4,8
109425281,190000,1400,2012,4,9
108822625,0,4700,2016,8,12
109436845,330000,2000,2017,4,12
109444661,71274,1300,2022,4,12
109444909,256000,3000,2011,12,9
108788113,242045,2500,2013,4,4
109445025,50000,50,2020,1,12
109447025,126000,2000,2016,4,7
108741649,7000,2800,2023,4,12
109447605,141704,3200,2009,6,10
108594593,115000,1500,2016,4,8
108815673,43714,2400,2016,4,6
107268597,120000,2500,2017,4,12
108902157,39000,2400,2020,4,12
108382325,32000,3500,2021,10,12
109083813,9600,2400,2013,4,8
109448389,124000,1500,2012,4,8
106921425,124800,3500,2015,6,9
109448449,224000,1400,2015,4,9
108467049,253016,3500,2013,6,12
107614257,106000,2000,2014,4,8
107629885,121600,3500,2014,6,12
109449397,182400,1800,2014,4,8
