app_id,car_run_km,engine_volume,prod_year,cylinders,airbags
109207189,214400,2400,2016,6,12
109207193,9767,3000,2024,6,12
109207201,280000,3500,2010,6,6
109207205,23649,4400,2022,6,12
109207209,91200,1400,2019,4,12
109207213,34327,2000,2022,6,12
109207217,22558,3000,2021,6,12
109207221,75200,3500,2021,6,12
109207225,20800,1500,2021,6,12
109207237,290000,2900,2000,5,1
109207245,88000,1400,2021,4,12
109207249,53070,2000,2020,6,12
109207261,7171,6600,2022,6,12
109207265,124800,2000,2020,6,12
109207269,20163,4400,2022,6,12
107520493,57600,2500,2016,4,12
109207273,18692,4400,2023,6,12
109207277,17600,2500,2016,6,12
109207281,83200,2400,2021,6,12
109207285,67200,1600,2021,4,12
109207289,22043,4400,2022,6,12
109207297,128000,1400,2020,6,12
109207301,240000,2400,2017,4,12
109207313,158400,2500,2018,6,12
109207317,117000,2000,2015,4,12
109207325,126400,2400,2016,6,12
109207333,160000,1600,2004,4,9
109207337,150400,2400,2016,6,12
109207341,111138,2000,2019,6,12
109207345,7622,3000,2023,6,12
109207321,5000,1700,2023,4,0
109207353,17957,2000,2023,6,12
109207357,200000,2000,2014,8,10
109207361,246400,1800,2014,4,12
109207369,24473,3000,2020,6,12
109207377,22400,3500,2021,6,12
109207385,24803,3000,2020,6,12
109207393,26895,4400,2019,6,12
109207405,2,3000,2022,6,12
109207409,1875,1800,2016,4,9
109207417,160000,2500,2018,6,12
109207421,1,2000,2024,6,12
109207433,0,4400,2021,6,12
109207437,136000,2000,2017,6,12
109207441,11512,3000,2021,6,12
109207457,69000,100,2021,4,12
109207469,67405,2000,2019,6,12
109207477,55550,2000,2019,6,12
109207489,41978,2000,2022,4,12
109207493,32411,2000,2021,6,12
109207497,44591,2000,2020,6,12
109207501,16502,3000,2023,6,12
109207509,26997,3000,2022,6,12
109207513,98902,4000,2018,8,12
109207517,9128,2000,2023,6,12
109207521,50860,3000,2022,6,12
109207533,58361,3000,2021,6,12
109207537,48736,4000,2021,6,12
109207541,49005,3000,2022,6,12
109207545,28279,3000,2023,6,12
109207549,19121,3000,2020,6,12
109207553,79571,3000,2019,6,12
109207557,186327,4000,2019,8,12
109207561,43730,2000,2023,6,12
109207565,14245,3000,2022,6,12
109207569,187200,4000,2019,8,12
109207577,23257,4000,2022,6,12
109207581,81159,3000,2019,6,12
109207589,63910,2000,2021,6,12
109207593,129131,3000,2019,6,12
109207597,35173,2900,2023,6,12
109207601,51827,4000,2019,8,12
109207609,72456,3000,2021,6,12
109207613,74142,3000,2018,6,12
109207625,69037,3000,2020,6,12
109207629,75161,3000,2021,6,12
109207633,4929,3000,2023,0,12
109207637,22719,3000,2023,6,12
109207641,80454,3000,2019,6,12
109207645,20963,2000,2022,6,12
107849445,53000,4400,2020,8,10
109207653,90033,3000,2020,6,12
109207657,153000,3000,2015,6,9
109207661,112458,5000,2020,6,12
109207669,98000,2500,2018,4,9
109207677,71187,2000,2020,6,12
109207685,74344,2000,2020,6,12
109207697,116390,3000,2020,6,12
109207701,18858,2000,2022,6,12
109207709,3218,4000,2018,8,12
109207713,115685,2000,2020,6,12
109207721,84149,4000,2017,8,12
109207725,36805,4000,2018,8,12
109207733,23227,4000,2020,8,12
109207745,11938,4000,2019,8,12
109207749,21218,3000,2023,6,12
109207753,34706,4000,2018,8,12
109207757,29809,4000,2018,8,12
109207761,46400,2000,2019,6,12
109207765,25174,4000,2018,8,12
109207773,55920,4000,2020,8,12
109207781,97843,3000,2020,6,12
109207789,65568,2000,2021,6,12
109207793,58085,2000,2021,6,12
109207801,27362,4000,2019,6,12
109207809,77811,2000,2020,6,12
109207813,26846,2000,2023,6,12
109207825,2,2000,2022,6,12
109207829,61715,3000,2020,6,12
108835061,62000,2000,2019,4,9
106854805,196800,2000,2018,4,9
105689245,140800,2000,2019,4,9
109207837,63098,2000,2021,6,12
109207841,52158,3000,2023,6,12
109207849,40652,3000,2022,6,12
109207861,33555,2000,2021,6,12
109207865,46432,2000,2020,6,12
109207873,65876,2000,2020,6,12
109207877,10586,2000,2022,6,12
109207893,19072,3000,2023,6,12
109207897,22114,2000,2022,6,12
109207901,15556,3000,2023,6,12
109207905,39254,4000,2019,6,12
109207909,51515,5000,2020,6,12
109207913,90917,2000,2021,6,12
109207925,115685,2000,2020,6,12
109207929,73147,2000,2019,6,12
109207937,14473,3000,2020,6,12
109207941,34960,2000,2023,6,12
109207945,250000,1300,1995,4,9
109207953,10408,3000,2023,6,12
109207957,16382,2000,2024,6,12
109207965,44020,4000,2020,6,12
109207981,95797,2000,2021,6,12
109208029,75000,2000,2020,6,12
109208041,6592,3500,2023,6,12
109208049,127142,5700,2020,8,12
109208057,45742,2000,2020,4,12
109208061,27453,3500,2021,6,12
109208069,47676,2500,2020,4,12
109208077,15656,3500,2022,6,12
109208081,52401,3500,2020,6,12
109208089,38053,3500,2021,6,12
109208093,104807,4600,2020,8,12
109208101,71361,2000,2020,4,12
109208105,25009,3500,2021,6,12
109208109,21638,3500,2022,6,12
109208129,94158,4600,2020,8,12
109208137,5495,3500,2023,6,12
109208145,114384,2000,2020,4,12
109208149,21299,3500,2020,6,12
109208157,54148,3500,2020,6,12
109208161,54739,2000,2019,6,12
109208165,23804,2400,2023,4,12
109208173,369,2400,2024,4,12
109208177,97976,3500,2021,6,12
109208185,6107,2400,2023,4,12
109208189,1600,4000,2020,6,12
109208193,14722,3500,2022,6,12
109208201,63566,2500,2020,4,12
109208205,2,2000,2022,6,12
109208209,20585,2500,2024,4,12
109208217,56749,3500,2022,6,12
109208221,51839,2000,2022,4,12
109208225,70490,3000,2022,6,12
109208229,35936,3500,2020,6,12
109208241,37686,2000,2021,6,12
109208249,15707,4000,2021,6,12
109208257,295000,5700,2010,8,12
109208261,1600,2000,2021,6,12
109208265,3798,2000,2024,4,12
109208269,12874,2400,2023,4,12
109208273,45758,3000,2022,6,12
109208281,7103,2500,2024,4,12
109208285,16662,2400,2022,4,12
109208293,575,3500,2024,6,12
109208297,34564,3500,2020,6,12
109208305,28198,2000,2021,6,12
109208309,42050,3500,2021,6,12
109208313,36826,4600,2020,8,12
109208321,769,2500,2024,4,12
109208325,18958,2400,2022,4,12
109208329,37711,2000,2020,4,12
109208333,45758,3000,2022,6,12
109208337,50369,3500,2022,6,12
109208341,37279,3500,2021,6,12
109208345,39719,2000,2020,4,12
109208349,13646,2500,2024,4,12
109208353,1000,3000,2019,6,12
109208357,32102,3500,2021,6,12
109208361,3594,2000,2021,4,12
109208365,14136,3500,2021,6,12
109208369,12696,3500,2022,6,12
109208373,39639,5700,2021,8,12
109208377,54738,2500,2021,4,12
109208381,76552,2000,2020,4,12
109208385,20426,2400,2024,4,12
109208389,32102,3500,2021,6,12
109208393,5789,4600,2023,8,12
109208397,2,3000,2022,6,12
109208401,22336,3500,2021,6,12
109208405,54206,3500,2021,6,12
109208409,23255,2500,2024,4,12
109208413,32215,4600,2020,8,12
109208417,7059,2500,2024,4,12
109208421,1000,3000,2020,6,12
109208425,15733,2500,2024,4,12
109208429,8121,3500,2022,6,12
109208433,18429,2000,2021,4,12
109208437,80893,2000,2019,6,12
109208445,58406,3500,2021,6,12
109208449,16182,2000,2023,4,12
109208457,101104,3500,2020,6,12
109208461,51330,2500,2021,4,12
109208465,2,2000,2024,6,12
109208473,51330,2500,2021,4,12
109208477,2658,3500,2023,6,12
109208485,29795,4600,2021,8,12
109208489,10445,2400,2024,4,12
109208493,46714,2000,2022,4,12
109208497,33815,3500,2021,6,12
109208501,58188,3500,2022,6,12
109208505,96469,2000,2019,6,12
109208509,6828,2400,2023,4,12
109208517,8539,5000,2021,8,12
109208521,11816,3500,2024,6,12
109208529,42419,3000,2022,6,12
109208533,2,4000,2023,6,12
109208541,2,2000,2024,6,12
109208553,1600,2000,2019,4,12
109208557,1000,2000,2019,6,12
109208561,17600,2000,2019,6,12
109208593,1,3000,2023,6,12
109160569,201000,2200,2014,4,6
109208625,1600,2000,2019,6,12
109208641,1600,2000,2020,6,12
109208649,15854,4000,2023,6,12
109208661,0,2000,2020,6,12
109208665,1600,2000,2019,6,12
109208677,1600,4000,2020,6,12
109208685,2,2000,2023,6,12
109208697,16344,2000,2024,6,12
109208717,5526,2000,2024,6,12
109208725,2,2000,2024,6,12
109208757,25272,3000,2022,6,12
109208761,70662,4000,2019,6,12
109208769,17734,2000,2023,6,12
109208781,1,4000,2022,6,12
109208797,84045,3000,2020,6,12
109208801,60774,2000,2019,6,12
109208809,37917,4000,2019,6,12
109208813,80000,100,2020,1,12
108751581,98000,1500,2017,4,8
108348297,2000,1400,2014,4,7
109208857,68000,1200,2017,3,8
109208917,25000,3000,2011,4,8
109208921,459023,2200,2008,5,5
109208953,70000,50,2021,1,8
109208961,200000,1800,2002,4,1
109208969,111111,1800,2013,4,2
105137853,156000,2000,2013,4,4
108913817,235000,3000,2005,6,9
109208989,229840,2000,2017,2,8
108631417,13000,2500,2023,4,10
108497969,211934,1800,2014,4,2
106917937,117000,1400,2017,4,10
108768849,0,2000,2014,4,10
109209001,100000,2400,2017,4,9
105959101,248000,1800,2009,4,10
108605749,150000,1800,2000,4,9
109209013,113600,3500,2009,6,12
109088397,174000,1500,2006,4,2
109209025,111840,2500,2016,4,9
109209033,193247,1800,2011,4,12
109209037,150000,1600,1999,4,12
108521925,140500,2500,2017,4,12
107857729,64500,1500,2016,4,8
107857633,100200,2400,2018,4,10
108654645,135000,1800,2016,4,0
109209041,168970,2000,2018,2,8
108100429,240000,3000,2013,6,12
109209057,2400,3400,2024,6,12
109209061,10000,2000,2023,8,6
108359417,1072,3500,2022,6,10
108359333,4800,3500,2022,6,10
107961657,108000,2400,2015,4,2
109209105,240000,2400,2016,4,9
109209109,183000,3500,2008,6,10
109209125,144375,2000,2008,4,4
108868481,85000,2500,2013,4,12
109209141,223000,2100,2014,4,8
109209153,0,3000,2004,6,8
109209161,139452,2000,2003,4,9
106646781,27200,3000,2019,6,9
107633909,163200,3000,2016,6,9
108547617,147200,1400,2020,4,9
109209165,224320,2400,2012,4,12
109209173,30000,3000,2021,6,12
109209177,48000,1400,2021,4,12
109209181,298000,3500,2007,6,8
109209185,35200,3500,2014,6,8
109209189,176000,2400,2006,4,2
109209193,217000,3000,2012,6,10
108010457,19000,2500,2022,4,8
109209201,56000,2500,2021,4,5
100817375,23900,2500,2019,4,9
109209209,88000,3500,2017,8,8
107349901,76000,3500,2017,6,8
106844897,125000,3500,2014,6,10
107607969,104000,3500,2020,6,8
109209217,218000,3000,2007,6,9
107425921,108000,3500,2015,6,8
109060893,4000,1500,2008,4,12
109209229,200000,1300,2007,4,4
109209233,110400,2000,2020,4,12
109209237,1000,1600,2006,4,2
104744602,282819,3000,2009,6,12
109209241,260000,1500,2008,4,2
109209245,196000,2500,2012,4,12
109209249,0,1900,2005,4,4
108888093,93000,1600,2011,4,6
108768341,185600,2300,2018,6,9
109209257,287000,2500,2009,4,4
109209269,360000,2300,2007,4,6
109209273,148200,1500,2011,1,6
109209281,0,2500,2014,6,8
109209285,229600,1800,2014,4,12
109209289,0,2800,2022,4,7
109209293,290000,2700,2004,6,6
109209297,192000,3000,2010,6,12
109209317,128000,1600,2006,4,12
108994361,192000,2000,2014,4,12
109209321,215000,3000,2011,6,12
109209341,190000,2500,2015,4,9
108099793,10000,2000,2009,4,12
107296621,115000,2000,2014,4,8
109209345,200000,1800,2006,4,8
109209353,123445,2000,1998,4,4
109209365,300000,1300,2007,4,4
109209369,336000,4600,2001,8,4
109108817,272000,1500,2007,4,4
107646105,232000,3000,2010,6,12
108010937,142742,2500,2015,5,9
108075753,191366,1800,2013,4,12
108136809,0,3500,2024,6,12
108500253,170000,2000,2017,4,9
108931229,222000,2000,2012,4,6
109209405,16922,50,2022,6,12
109209409,23257,4000,2022,6,12
109209413,156000,2000,2017,4,8
109209421,8853,2000,2024,6,12
109209425,135000,2500,2015,4,5
109209429,56968,2000,2021,6,12
109209433,35173,2900,2023,6,12
109209441,41100,2000,2023,6,12
109209445,27160,50,2022,6,12
109209449,32842,2000,2021,6,12
109209457,11724,2000,2023,6,12
109209461,0,2700,2008,6,9
108588405,198000,3500,2014,6,12
109209465,92385,2000,2021,6,12
107930201,41000,2500,2020,4,8
109209469,421000,1900,2005,4,9
109209473,553248,1800,2010,4,12
109209485,63070,2000,2020,6,12
107670085,132000,3500,2013,6,9
109209489,15159,2000,2024,6,12
109209493,7941,3000,2024,6,12
109209497,126610,1400,2015,4,8
109209509,84800,2400,2020,4,9
109209513,104000,2000,2014,4,9
109209517,104700,1400,2013,4,8
109209521,160000,2400,2012,4,9
109128117,190000,2000,2018,4,8
109164389,177000,1300,2004,4,4
109164433,187000,1300,2002,4,8
85057791,188000,1500,2003,4,8
91157798,167000,1500,2005,4,8
98501690,178000,1300,2006,4,8
99060603,178000,1300,2005,4,8
99267155,179000,1300,2007,4,8
99285711,179000,1500,2003,4,8
99297631,189000,1300,2006,4,8
99349083,182000,1300,2006,4,8
99888596,187000,1300,2003,4,8
99945320,179000,1500,2005,4,8
99968735,178000,1500,2003,4,8
99969839,187000,1300,2002,4,8
99986799,167000,1500,2002,4,8
108751341,50000,1300,2017,4,8
108818157,178000,1500,2002,4,8
108821005,116000,1500,2013,4,8
108855893,189000,1300,2006,4,8
108863901,154000,1500,2007,4,8
108896481,189000,1300,2003,4,8
108920281,185000,1300,2005,4,8
108960377,134000,1300,2011,4,8
108993973,160000,1500,2014,4,8
109017537,112000,1600,2017,4,12
109209529,278400,2500,2015,4,12
109209533,26000,2600,2002,6,8
107021957,111111,1400,2006,4,2
103456067,132000,1400,2017,4,8
108357605,137000,2500,2013,6,8
108534657,100002,2000,2017,5,9
109209549,122544,50,2022,6,12
108533329,300000,4300,2003,6,8
109209553,11033,3000,2022,6,12
109074961,214000,3200,2000,4,4
109209557,28894,50,2021,6,12
109209561,15363,2000,2024,6,12
109209565,7288,3000,2022,6,12
108123041,80000,3000,2016,6,12
109209569,14698,50,2023,6,12
109209573,28839,2000,2021,6,12
108991945,228000,2500,2001,5,9
109209585,230523,2500,2016,4,8
109209593,186000,1800,2008,4,9
109205705,212800,2000,2014,4,8
108520081,107000,1600,2016,4,9
109209605,132800,1800,2013,4,12
109209609,140000,1600,2012,4,2
109209617,275319,1600,2006,4,6
109209621,118400,2500,2021,4,9
109209625,240000,1800,2012,4,7
109209629,92800,1800,2015,4,9
109209633,80000,2800,2005,6,9
109209637,45161,2000,2022,6,12
94195146,167000,1300,2011,5,5
97788198,191000,1500,2003,4,4
97886562,121000,1300,2008,4,5
102221203,193000,1500,2007,4,5
104238518,178000,1300,2005,4,5
104438430,186000,1300,2005,4,5
105854309,189000,1500,2005,4,4
105855353,189000,1300,2009,4,5
105968749,190000,1300,2006,4,5
106046025,160000,1300,2008,4,5
106183841,147000,1300,2012,4,5
106654701,180000,1300,2002,4,5
106688333,159000,1500,2005,4,5
107308821,175000,1300,2010,4,5
107527473,160000,1500,2006,4,5
109209645,95914,2000,2020,6,12
109209653,101658,2000,2020,6,12
109209665,212320,2500,2014,4,8
108825905,200000,2000,2007,4,2
109209669,315200,2500,2003,6,2
109209661,300000,3200,1998,6,9
109209677,4268,2000,2022,6,12
109209685,45161,2000,2022,6,12
109209689,49315,3000,2021,6,12
109209693,133142,4000,2020,6,12
109209697,81444,4000,2020,6,12
109209701,1250,2000,2023,6,12
109209725,1929,4000,2022,6,12
109209733,20964,3000,2022,6,12
108952757,114000,2500,2015,4,9
109209737,37393,4000,2020,6,12
109209741,40778,2000,2021,6,12
108007733,93000,1500,2013,4,4
109209749,134718,3000,2022,6,12
109209757,63701,2000,2020,6,12
109209761,150000,1600,2012,4,2
109209765,241000,2000,2002,4,9
106659573,188000,3000,2012,6,12
109209793,72000,2500,2018,4,9
109209753,31000,3300,2022,6,12
108846457,108800,2000,2014,4,8
109209813,0,2000,2022,6,12
109209817,47757,4000,2021,6,12
109209825,32115,2000,2020,6,12
107701425,65000,2000,2017,4,12
109209829,14816,50,2023,6,12
109209833,152000,5000,2006,8,8
109209837,104105,3000,2020,6,12
109209841,1878,2000,2024,6,12
109010909,158400,2000,2014,4,12
108796597,133000,1800,2014,6,6
109209845,163948,2000,2020,6,12
109209849,22000,1500,2005,4,2
109209861,179200,1600,2018,4,8
109209869,115200,2500,2020,4,12
106662625,180000,3500,2005,6,12
109209889,105421,3000,2021,6,12
109209901,1000,1600,1996,4,2
109209905,30009,4000,2020,6,12
109209913,97650,2000,2020,6,12
109209921,2590,2000,2024,6,12
107323433,106400,3000,2014,6,6
109209925,194000,1400,2014,4,4
107323537,29000,3600,2022,6,6
107323605,124000,2000,2018,4,6
107324153,6400,3000,2023,6,6
109209937,53975,1500,2018,4,10
109209941,588,50,2024,6,12
107514037,1600,2000,2023,4,12
109209945,177000,3000,2016,6,12
109209949,64684,2000,2020,6,12
109209957,236000,3000,2014,6,9
109209973,28000,2000,2017,4,12
108732893,0,2800,2022,6,9
107961193,0,2000,2024,6,9
109209997,69907,4000,2020,6,12
109210001,73744,2000,2021,6,12
109210013,23882,2000,2020,6,12
109210025,165995,1200,2006,4,2
109210029,747,2000,2024,6,12
109210033,117000,1800,2018,4,12
108185285,32200,1900,2006,4,8
108526585,160000,1300,2002,1,9
109210041,14081,3000,2021,6,12
109210045,77000,5500,2016,8,12
109210069,76800,2000,2017,4,8
109210077,1600,1400,2011,4,9
107450201,136000,2000,2017,4,8
107449917,239000,1600,2002,4,7
109210093,180263,3000,2021,6,12
108809545,230000,1700,2001,4,2
109210097,101300,2000,2016,6,12
109210101,180000,1300,2011,4,9
109210109,19656,2000,2022,6,12
105060837,16000,2500,2020,4,7
109210113,104348,3000,2020,6,12
109210117,141000,2000,2017,4,6
109210121,2776,2000,2023,6,12
109210125,74429,2000,2020,6,12
108726865,16000,1800,2018,4,4
108080713,178000,700,2012,3,9
109190105,159232,3600,2016,6,6
109210137,10963,2000,2023,6,12
109210141,134652,5500,2017,8,12
109210145,29520,2000,2022,6,12
109210153,19811,4000,2021,6,12
108685225,0,2300,2002,4,5
109210161,4904,2000,2024,6,12
109210165,87254,2000,2020,6,12
109210169,125408,3000,2017,6,12
109210181,164000,3500,2013,6,9
109210177,71656,3600,2018,6,4
107263317,83331,3500,2018,6,10
108882697,171200,1600,2013,6,6
107261869,164500,3500,2014,6,9
108966213,187000,2500,2013,4,4
107847225,87000,2000,2019,4,12
109210213,104412,2000,2020,6,12
109210217,29935,3000,2021,6,12
109210221,188686,2000,2000,6,4
109210225,33554,2000,2022,6,12
109210233,99000,3000,2016,6,6
109210237,798,2500,2024,4,4
109210241,130000,1400,2016,6,8
109210245,290000,1700,2011,4,9
109210249,272000,1800,2013,4,9
109040825,24000,1400,2020,4,6
109210269,78000,3600,2017,6,12
106740261,120000,2000,2019,4,10
106709997,188800,2400,2016,4,8
98286554,124000,5700,2012,8,10
109210281,197000,3000,2008,6,12
98136950,6400,4600,2021,8,10
108623261,49000,1500,2021,4,12
109210289,71077,5500,2017,8,12
97344902,33600,2000,2020,4,8
96136930,106000,5700,2014,7,10
108536913,317000,2000,2001,4,9
108932601,185000,1300,2005,4,5
109164405,167000,1300,2004,4,5
109210333,142067,4000,2020,6,12
107171961,162434,3500,2016,6,8
109210357,42224,3000,2021,6,12
109210369,26014,4000,2020,6,12
109210373,47681,2000,2021,6,12
109210377,31501,3000,2022,6,12
96478598,174000,1500,2008,4,6
96491418,174000,1500,2005,4,6
96509482,174000,1500,2005,4,6
96509610,174000,1500,2005,4,6
97606082,175000,1500,2007,4,6
99983811,156000,1500,2005,4,4
102429307,180000,1500,2007,4,4
108515221,134000,2000,2016,4,9
108515625,830000,1500,2016,4,12
108515985,214400,1800,2014,4,12
109210433,72986,2000,2020,6,12
109210445,116897,2000,2020,6,12
109210449,118682,2000,2020,6,12
100684807,189000,1900,2011,4,4
109210461,88182,3000,2021,6,12
106813261,235000,3500,2010,6,4
107502465,130000,3500,2013,6,8
107502521,280000,2500,2008,4,4
107502633,280000,2500,2008,4,4
109210481,106869,2000,2020,6,12
109210489,101653,2000,2020,6,12
109210497,3188,2000,2024,6,12
109210501,228000,2000,2014,4,9
109210505,26000,1400,2019,4,10
109210509,246400,2000,2016,4,12
109210529,280000,3000,2005,6,9
109210641,167000,3600,2008,6,9
109210653,260000,1400,2011,4,5
108444309,90000,3000,2018,6,9
109210669,350000,1800,2000,4,4
109210681,204702,3000,2015,6,12
109210685,321600,1800,2013,4,9
108006477,240000,5000,2010,8,10
108593549,34000,4400,2022,8,12
108916133,25000,3000,2023,6,12
108072701,60000,2000,2018,4,12
108074097,70000,2000,2019,4,12
109210797,165000,2500,2016,4,8
109210853,20480,2500,2012,5,6
109210865,280000,1600,2014,4,6
109210869,102700,1500,2018,4,8
109210893,0,2400,2014,4,4
109210929,144144,2000,2013,4,8
109210925,39000,3600,2017,6,4
109210937,98000,1400,2007,4,0
109210953,0,1700,2007,4,12
109210989,86545,3000,2020,6,12
109211001,51242,4000,2020,6,12
108876553,111000,1400,2018,4,10
109211017,32049,3000,2023,6,12
109211025,105600,1400,2017,4,6
109211041,42793,50,2022,6,12
109211061,23522,2000,2020,6,12
107427249,144000,2000,2017,4,10
107211321,30953,1600,2022,4,4
109211081,0,3000,2010,4,12
97134058,25000,2500,2020,4,12
82938723,68000,2500,2019,4,0
109211121,11324,50,2023,6,12
107885529,230000,2200,1982,4,0
108076609,159000,5000,1994,8,6
109211137,35351,2000,2021,6,12
109211161,196800,1800,2016,4,10
109211165,77000,1500,2016,4,9
109211197,68409,3000,2021,6,12
109211217,6132,3000,2024,6,12
109211229,85583,4400,2016,8,12
109211253,35351,2000,2021,6,12
109211257,199737,1400,2004,4,12
109211261,129600,1400,2017,4,6
109211273,86000,3500,2016,6,12
109211281,208000,2500,2012,4,6
109211293,229000,2500,2017,4,12
109211301,214741,2000,2005,4,7
107214693,65000,1400,2018,4,0
109211333,37393,4000,2020,6,12
109211341,85000,2000,2019,4,12
109211381,300000,1400,2015,4,8
109039421,260000,3000,2008,6,12
109211461,0,3000,2002,4,12
109211493,218000,2400,2003,4,5
109211509,188000,2000,2018,4,12
108882029,280000,3500,2007,6,10
109211569,290000,1800,2013,4,12
109211673,101000,1800,2016,4,8
109211689,91787,4400,2021,6,12
109211713,156000,2000,2007,4,8
109211737,260386,2500,2005,4,12
109211749,7171,6600,2022,6,12
109211769,273600,2000,2014,4,9
109211773,11925,3000,2020,6,12
109211813,83200,3500,2019,6,6
109211829,2313,50,2024,6,12
109211837,23649,4400,2022,6,12
109211861,27629,3000,2022,6,12
109211893,181000,1800,2005,4,4
109211901,87392,4400,2020,6,12
109211905,70000,2000,2017,4,10
109211921,30000,3000,2007,6,6
109211945,90834,3600,2013,4,12
109211993,0,4700,2015,6,6
109212021,230000,2000,2008,4,8
108767153,42000,2500,2021,4,12
108670929,126400,2400,2014,4,12
109212077,195000,2500,2017,4,9
109212113,85057,3000,2020,6,12
109212125,98054,3000,2020,6,12
109212145,7622,3000,2023,6,12
109212173,198000,3500,2010,6,12
109212197,123500,1800,2013,4,6
109212213,19478,4400,2022,6,12
109212233,130000,3300,2017,6,9
109212237,32921,4400,2020,6,12
109212245,213000,2400,2014,4,9
109212257,1566,4400,2024,6,12
109212261,115200,50,2019,1,10
109212357,26700,1900,2008,4,10
109212381,260000,1600,2013,4,7
109212389,125000,2500,2017,4,5
109212429,160000,3200,2016,6,10
109212441,0,1400,2015,4,4
109212445,48675,3000,2024,6,12
109212453,30604,4400,2021,6,12
109212457,24473,3000,2020,6,12
109212465,29823,3000,2021,6,12
109174693,576,2000,2022,4,4
108834433,212000,5000,2013,8,8
108256373,155200,2400,2018,4,8
109212605,84800,2500,2021,4,9
107662657,214000,2000,2016,6,9
109212609,134000,1500,2015,4,5
109212617,295000,1800,2013,12,4
109212653,0,1500,2016,4,10
109212657,232000,3300,2008,6,8
97764554,165000,1600,2014,4,8
98594986,150000,1600,2015,4,6
98636346,115000,2500,2014,4,8
99262143,140000,2400,2012,4,8
106858353,200000,2800,2003,6,8
109212709,123456,2000,2016,4,9
105388809,61547,2500,2019,4,8
105388893,125917,2500,2018,4,8
105389005,91684,2500,2017,4,8
105389097,79688,2500,2022,4,8
105389177,10920,2500,2021,4,8
105389301,49496,2500,2021,4,12
105389425,71374,2500,2020,4,12
105406557,47502,1500,2018,4,8
105406693,75799,2000,2018,4,4
105406885,88567,1800,2018,4,4
105406941,25298,1200,2022,3,8
105407441,56515,1600,2018,4,4
105407525,56273,2000,2018,4,12
105407637,35432,2000,2021,4,12
105407665,108547,2000,2019,4,8
105407761,35711,2500,2021,4,12
105439129,33533,1600,2022,4,4
105439645,73415,2400,2017,4,12
105441341,40856,1600,2022,4,8
105441653,26985,2000,2021,4,8
105709613,711115,1600,2014,4,8
105709765,55568,2400,2020,4,8
105709925,116520,1400,2017,4,8
105710297,121434,1800,2016,4,8
108239045,68500,2000,2019,4,12
105389573,42512,2000,2019,4,8
105389677,80714,3500,2018,6,12
105389977,144523,3500,2016,6,12
105390397,64925,3500,2016,4,8
105390949,102672,2000,2018,4,8
105391221,87267,2400,2019,4,8
105391297,101546,2000,2019,4,4
105438109,20091,50,2022,1,8
107953293,56000,2500,2014,4,12
107953453,19200,100,2022,1,12
107953745,31703,2500,2023,4,12
107953957,24000,2000,2023,4,12
107954049,14086,2400,2022,4,12
107954101,62419,2000,2017,4,12
107954221,41000,1500,2018,4,12
107954301,5229,2500,2023,4,12
107954477,34000,1600,2021,4,12
107954789,57051,2400,2018,4,12
107954833,19490,1500,2023,3,12
107954869,105584,2500,2020,4,12
107955033,10210,50,2021,2,12
107955361,112000,2300,2017,4,12
107955421,125886,3000,2017,6,12
107955713,155058,2500,2018,4,12
107956405,97578,2500,2015,4,12
105406633,88051,1500,2020,4,8
105710509,66112,2500,2017,4,8
109212769,110254,2500,2016,4,12
109212849,215000,2500,1999,6,4
109212873,163000,2000,2015,4,9
109212909,285280,2400,2008,4,8
109212921,0,1600,2023,4,4
108302401,290494,3200,2006,4,2
109073461,226221,1600,2006,4,6
108956629,198000,4700,2012,8,9
108549753,244800,1800,2012,4,6
108646005,150000,1700,2001,4,2
109213141,111000,2000,2018,4,8
109213205,123000,1400,2017,4,9
109213237,330000,2000,1999,4,2
99884324,238000,1700,2010,4,4
108176309,118123,2000,2014,4,7
108176373,140261,2400,2015,4,7
108176401,109070,2000,2016,4,7
108176441,88053,2400,2017,4,7
108176501,70933,2400,2018,4,7
108176529,70427,2400,2019,4,7
108176617,76214,2400,2020,4,7
108176641,143366,3600,2014,6,7
108176705,103936,6400,2015,8,7
108176721,235507,3600,2016,6,7
108176753,121291,3600,2017,6,7
108176793,87250,3600,2018,6,7
108176841,39157,5700,2020,8,7
108176877,150139,2000,2014,4,7
108176941,152517,2400,2016,4,7
106697293,157715,2000,2016,4,7
107939921,30307,3000,2017,6,7
107948305,14360,2000,2020,4,7
108117789,60421,2500,2020,4,7
108117937,45107,2500,2021,4,7
108119109,180034,2500,2016,4,7
108119613,95419,2500,2017,4,7
108120129,127645,2500,2018,4,7
108121041,71960,2500,2019,4,7
108121133,52872,2500,2020,4,7
108121353,39099,2500,2021,4,7
108122945,165941,1500,2017,4,7
108123205,127638,2000,2018,4,7
108123401,173603,2000,2019,4,7
108123497,69330,2000,2020,4,7
108123629,143310,2000,2021,4,7
108123889,98830,1800,2014,4,7
108124589,129549,3600,2015,6,7
108124697,121117,1400,2016,4,7
108124777,111269,1400,2017,4,7
108124909,37256,6200,2019,8,7
108125017,23734,6200,2020,8,7
108125121,49422,6200,2021,8,7
108125229,87056,2000,2014,4,7
108126529,98827,1000,2016,3,7
108126717,95230,2000,2017,4,7
108126781,88530,2000,2018,4,7
108126841,30424,5000,2019,8,7
108126925,69634,2300,2020,4,7
108127001,52362,2300,2021,4,7
